,DSI_Title,Text
10,JS_DOC_1_lives_will_be_saved.docx,"Joe Biden signs into law landmark gun control bill



The most significant US gun control bill in nearly 30 years has been signed into law by President Joe Biden.

It imposes tougher checks on young buyers and encourages states to remove guns from people considered a threat.

Congress approved the legislation with bipartisan support this week, following a spate of mass shootings.

""While this bill doesn't do everything I want, it does include actions I've long called for that are going to save lives,"" Mr Biden admitted.

In May shootings at a supermarket in Buffalo, New York, and a primary school in Uvalde, Texas, left a total of 31 people dead.

As he signed the legislation on Saturday, Mr Biden said relatives of the victims expected the US government to do something. ""Well today, we did,"" he added.

The reforms include:

Tougher background checks for buyers younger than 21

$15bn (£12.2bn) in federal funding for mental health programs and school security upgrades

Funding to encourage states to implement ""red flag"" laws to remove firearms from people considered a threat

Closing the so-called ""boyfriend loophole"" by banning all those convicted of domestic abuse from owning a gun - not just those who are married to their victims or live with them.

President Biden, as well as gun safety groups, had pushed for bigger reforms - including banning assault weapons, which were used in the Texas and Buffalo shootings - or at least an increase in the age at which they can be purchased.

The gunman in the Texas shooting is believed to have bought two semi-automatic rifles days after turning 18.

Where does US gun control go from here?

US gun control claims fact-checked

America's gun culture - in seven charts

The new legislation is also significant because it is the first time in decades that the reforms have received support from both Democrats and Republicans.

Historically, efforts to strengthen US gun laws have been blocked by the Republican party.

The National Rifle Association (NRA) opposed the bill, arguing that it would not stop the violence.







There are an estimated 393 million firearms currently in the US.

It has the highest rate of firearms deaths among the world's wealthy nations - more than 20,900 people have been killed in gun violence in the US this year, according to Gun Violence Archive, a non-profit research group.

But it is also a country where many cherish gun rights that are protected by the Constitution's Second Amendment.

The last significant federal gun control legislation was passed in 1994, banning the manufacture for civilian use of assault rifles and large capacity magazines - but it expired a decade later.

On Thursday, the Supreme Court struck down a New York law restricting who can legally carry a gun - effectively expanding gun rights.

Although polls indicate that most Americans support gun control efforts, many Republican senators represent states with large pro-gun communities.

And Republican voters whose support they need to win primary elections - the selection process within each party - are even more opposed to reform."
11,JS_DOC_2_Biden_signs_gun_control.docx,"‘Lives will be saved’: Biden signs most sweeping gun control law in decades



Bipartisan deal ‘doesn’t do everything I want’, president says, but will toughen background checks and facilitate ‘red flag’ laws

lJoe Biden on Saturday signed the most sweeping gun violence bill in decades, a bipartisan compromise that seemed unimaginable until a recent series of mass shootings, including the massacre of 19 students and two teachers at a Texas elementary school.

“Lives will be saved,” the president said at the White House. Citing the families of shooting victims, the president said, “Their message to us was to do something. Well today, we did.”

The House gave final approval on Friday, following Senate passage on Thursday, and Biden acted just before leaving Washington for two summits in Europe.



The legislation will toughen background checks for the youngest gun buyers, keep firearms from more domestic violence offenders and help states put in place red flag laws that make it easier for authorities to take weapons from people adjudged to be dangerous.

Most of its $13bn cost will help bolster mental health programs and aid schools, which have been targeted in Newtown, Connecticut, and Parkland, Florida, and elsewhere in mass shootings.

Biden said the compromise hammered out by a bipartisan group of senators “doesn’t do everything I want” but “it does include actions I’ve long called for that are going to save lives”.

“I know there’s much more work to do, and I’m never going to give up, but this is a monumental day,” said the president, who was joined by his wife, Jill, a teacher, for the signing.

He said they will host an event on 11 July for lawmakers and families affected by gun violence.

Biden signed the measure two days after the supreme court’s ruling striking down a New York law that restricted people’s ability to carry concealed weapons.

While the new law does not include tougher restrictions long championed by Democrats, such as a ban on assault-style weapons and background checks for all gun transactions, it is the most impactful firearms violence measure produced by Congress since enactment of a long-expired assault weapons ban in 1993.

Enough congressional Republicans joined Democrats in supporting the steps after recent rampages in Buffalo, New York and Uvalde, Texas. It took weeks of closed-door talks but senators emerged with a compromise.

Biden signed the bill just before he departed Washington for a summit of the Group of Seven leading economic powers – the United States, Britain, Canada, France, Germany, Italy and Japan – in Germany. He will travel later to Spain for a Nato meeting."
12,KN_Doc1_Biden-urges-G7.docx,"Biden urges G7 to stay together as leaders target Russian gold, oil price

U.S. President Joe Biden told allies to stay together against Russia as G7 leaders gathered for a summit dominated by war in Ukraine and its impact on food and energy supplies and the global economy.

At the start of the meeting, Britain, the United States, Japan and Canada moved to ban imports of Russian gold to tighten the sanctions squeeze on Moscow and cut off its means of financing the invasion of Ukraine. But it was not clear whether there was G7 consensus on the plan. Britain said the ban was aimed at wealthy Russians who have been buying safe-haven bullion to reduce the financial impact of Western sanctions. Russian gold exports were worth $15.5 billion last year.

The G7 leaders of Britain, France, the United States, Germany, Japan, Italy and Canada, were also having ""really constructive"" talks on a possible price cap on Russian oil. A French presidency official said Paris would push for a price cap on oil and gas and was open to discussing a U.S. proposal.

The G7 leaders did agree to raise $600 billion in private and public funds for developing countries to counter China's growing influence and soften the impact soaring food and energy prices.

G7 host German Chancellor Olaf Scholz invited Senegal, Argentina, Indonesia, India and South Africa as partner nations at the summit. Many countries of the global south are concerned about the collateral damage from Western sanctions on Russia.

Oxfam and other campaign groups want G7 leaders to tax excessive corporate profits to help those hit by the food crisis, cancel debts of the poorest nations and to support developing countries in their battle against the food crisis and climate change.

An EU official said G7 countries would impress upon the partner countries that food price rises were the result of Russia's actions not Western sanctions.

Officials from Germany and Britain, are pushing for temporary waivers on biofuels mandates to combat soaring food prices. Germany expects the proposal to fail to secure G7 backing due to U.S. and Canadian resistance.

Western countries rallied around Kyiv when Russia invaded Ukraine in February, but more than four months into the war, that unity is being tested as soaring inflation and energy shortages rebound on their own citizens.

Biden thanked Scholz for showing leadership on Ukraine and said Russian President Vladimir Putin had failed to break their unity. The summit provides an opportunity for Scholz to demonstrate more assertive leadership on the Ukraine crisis. He vowed a revolution in German foreign and defense policy after Russia's invasion in February, but critics have since accused him of dragging his feet.

As missiles struck the Ukrainian capital Kyiv on Sunday, Foreign Minister Dmytro Kuleba said the G7 must respond with more weapons and tougher sanctions on Russia. 

The G7 leaders are also expected to discuss options for tackling rising energy prices and replacing Russian oil and gas imports, as well as further sanctions that do not exacerbate the cost-of-living crisis affecting their own populations. Soaring global energy and food prices are hitting economic growth in the wake of the conflict in Ukraine, with the United Nations warning of an ""unprecedented global hunger crisis""."
14,MCD_Doc1_Biden-Oil-Reserve .docx,"Under growing pressure to bring down high energy prices, President Biden announced on Thursday that the United States would release up to 180 million barrels of oil from a strategic reserve to counteract the economic impact of Russia’s invasion of Ukraine.

With midterm elections just months away, gasoline prices have risen nearly $1.50 a gallon over the last year, undercutting consumer confidence. And the cost of diesel, the fuel used by most farmers and shippers, has climbed even faster, threatening to push up already high inflation on all manner of goods and services.

“I know how much it hurts,” Mr. Biden said Thursday as he announced the plan. “As you’ve heard me say before, I grew up in a family like many of you where the price of a gallon gasoline went up, it was a discussion at the kitchen table.”

Mr. Biden has few tools to control commodity prices that are set on global markets, so he is turning to the Strategic Petroleum Reserve, ordering the largest release since that emergency stockpile was established in the early 1970s. But the move will most likely have a modest impact because it cannot make up for all the oil, diesel and other fuels that Russia used to sell to the world but is no longer able to.



“Our prices are rising because of Putin’s action,” Mr. Biden added, referring to President Vladimir V. Putin of Russia. “There isn’t enough supply. And the bottom line is if we want lower gas prices, we need to have more oil supply right now.”

Mr. Biden’s plan, to release one million barrels of oil a day for 180 days, would represent roughly 5 percent of American demand and 1 percent of global demand. To put that in context, Russian oil exports are down about three million barrels a day. The U.S. benchmark oil price fell about 6 percent on Thursday.

The administration’s announcement came as Russia conveyed mixed signals about its aims for the war in Ukraine, now in its sixth week. Despite Kremlin claims that it was withdrawing from the outskirts of Kyiv, the capital, fighting continued in that area on Thursday, and Western officials said they saw little evidence of a Russian pullback.

“Russia maintains pressure on Kyiv and other cities, so we can expect additional offensive actions, bringing even more suffering,” the NATO secretary general, Jens Stoltenberg, said at a news conference.

Russian officials also said they would allow a respite for greater humanitarian access to the devastated southeast port of Mariupol, once home to 400,000 people, which has come to symbolize Russia’s battlefield tactic of indiscriminate destruction. Previous agreements for pauses in fighting around Mariupol have repeatedly broken down.



Largely as a result of the ceaseless war, energy experts expect oil prices to stay high for a while without big interventions like the U.S. reserve release.

Reaction from the oil industry to Mr. Biden’s announcement was muted. The reserve has mostly been used to increase the supply of oil during wars, foreign threats to energy supplies or natural disasters. Smaller reserve releases by the Biden administration starting late last year have had little impact on the prices that drivers and businesses pay for fuel.

“It will lower the oil price a little and encourage more demand,” said Scott Sheffield, chief executive of Pioneer Natural Resources, a major Texas oil company. “But it is still a Band-Aid on a significant shortfall of supply.”"
15,MCD_Doc2_More-Biden-Oil.docx,"President Biden announced a plan Thursday to draw 1 million barrels of oil per day for the next six months from the U.S. Strategic Petroleum Reserve — an unprecedented push to use the emergency stocks to try to take the edge off of soaring gasoline prices.



He said gas prices could drop by as much as 35 cents per gallon, but that it would depend on a number of factors, including how many barrels are released by allies holding oil reserves of their own. Prices average $4.22 per gallon for regular — up from $3.61 a month ago and $2.87 a year ago, according to AAA.



""I know gas prices are are painful, I get it. My plan is going to help ease that pain today,"" Biden said, referring to the surge in gas prices as ""Putin's price hike.""



""It's time to deliver true energy independence in America once and for all,"" the president said.



The plan to add up to 180 million barrels of U.S. oil reserves onto the market would be by far the biggest-ever draw from the emergency stockpile of oil, held underground in salt caverns in Louisiana and Texas.



In contrast, the administration tapped the stocks for 50 million barrels in November 2021, and an additional 30 million barrels at the beginning of this month — moves that had only temporary impacts on climbing prices.



But Biden said on Thursday that it's not clear how significantly gas prices will be affected by his decision to tap the reserve.



""How far down, I don't think anyone can tell,"" he said, noting that today's gasoline prices are based on purchases made in the past, so there could be a delay until prices actually drop.



Biden said prices could come down 10 cents to 35 cents per gallon, but he said much would depend on how many barrels are released by allies holding oil reserves. He estimated allies could release 30 million to 50 million barrels.



There were about 580 million barrels of oil in the U.S. reserves in February, according to the U.S. Energy Information Administration. That means this new plan could draw down total reserves by about a third.



Price inflation — including painfully high gas prices — is a top issue for voters, and Democrats are concerned it could hurt them in the November congressional elections. Prices began rising a year ago as the economy picked up in the wake of the pandemic and have been extremely volatile since January, as it became clearer that Russia would invade Ukraine.



Republicans have sought to pin the blame for higher prices squarely on Biden. Biden and Democrats have deflected blame for rising oil prices on Russia, a major oil exporter whose shipments have been somewhat crimped by financial sanctions over its invasion of Ukraine.



Poland says its ban on all Russian oil and gas imports is the most radical in Europe

While the United States has banned imports of Russian oil, most importers have not — but there have been some signs that transactions have been affected by shippers and insurers worried about stepping afoul of Western sanctions on Moscow."
16,MCD_Doc3_Even-More-Biden-Oil.docx,"The U.S. oil industry and President Joe Biden's administration are clashing over who is to blame for tight energy supplies that have driven up U.S. pump prices to record highs.



Big Oil blames the problem on Biden's tighter regulations and push for renewable energy, which it says threaten to constrain output. The White House says the U.S. drilling industry is quick to ask for concessions but slow to open the spigot when consumers need it.



""What permits do they need? I don't think they need an embroidered invitation to drill,"" White House press secretary Jen Psaki told a press briefing on Wednesday.



U.S. oil prices have surged in recent months due to a rebound in demand from the early days of the coronavirus pandemic and supply disruptions from Russia since its invasion of Ukraine. Even after falling sharply on Wednesday, U.S. crude settled at $108.70 a barrel, compared to about $75 at the end of 2021.



On Tuesday, Biden banned U.S. imports from Russia, the world’s third biggest producer. Traders around the globe had already been shunning shipments from the country since it invaded Ukraine, an action Moscow calls a ""special operation.""



Retail gasoline prices in the United States spiked to a record $4.17 a gallon this week, posing a major problem for the administration as it battles inflation ahead of the November mid-term elections.



The American Petroleum Institute, which represents U.S. oil companies, took the opportunity in a press release on Tuesday to ""urge policymakers to advance American energy leadership and expand domestic production to counter Russia’s influence in global energy markets.”



“It’s time now for the administration to partner with domestic energy producers to leverage America’s ability to produce more oil and gas and focus on pro-growth policies to benefit our economy and the world’s security,” said the U.S. Chamber of Commerce, a pro-business lobby group.



Oil executives this week mentioned another factor that has limited production but has nothing to do with government: pressure from shareholders to hold back spending on exploration and drilling and boost investor returns through share buybacks and dividends.



The Biden administration has said it wants to decarbonize the nation’s economy by 2050, in part by transitioning off fossil fuels. It has sought to suspend issuing new federal oil and gas leases while it studies their climate impacts, an effort that has triggered a legal battle.



It has also said over the last few days that its policies are not hindering the oil industry’s production, noting this week that U.S. oil producers have more than 9,100 unused permits to drill on federal acres.



Drilling permits are still being issued for federal lands, according to Interior Department records, and the pace of approvals since Biden took office is faster than it was during the administration of Republican Donald Trump.



The administration noted that 90% of drilling takes place on private land that would be unaffected by delays in new federal leasing. It also said it wants more oil, not less.



""In this moment of crisis we need more supply,"" U.S. Energy Secretary Jennifer Granholm told attendees at the CERAWeek energy conference in Houston on Wednesday. ""Right now we need oil and gas production to rise to meet current demand.""



Indeed, oil production in the country is on the upswing. The Energy Information Administration has projected U.S. oil production will hit a record over 12.2 million barrels per day in 2023 as drillers ramp up output."
17,MRD_Doc1_Civil-Society-Groups.docx,"Civil society groups responded with disgust after the Senate Armed Services Committee voted to tack an additional $45 billion on top of President Joe Biden's already massive military spending request, bringing the total proposed budget for the coming fiscal year to a staggering $857.6 billion. 

The Biden administration's March request for $813 billion in military spending for Fiscal Year 2023 represented a $31 billion increase over the current level of $782 billion, which is already unprecedented.

During its closed-door markup of the National Defense Authorization Act, the Senate Armed Services Committee approved a bill with a topline budget of $847 billion—$817 billion of which is earmarked for the Pentagon. An additional $10.6 billion in national military spending falls outside the Senate panel's jurisdiction.

William Hartung, a senior research fellow at the Quincy Institute for Responsible Statecraft, called the Senate panel's decision ""misguided.""

""The administration's proposal is already higher than spending at the peaks of the Korean and Vietnam Wars and over $100 billion more than at the height of the Cold War,"" Hartung said in a statement. ""Throwing more money at the Pentagon will not make us safer—it will just divert funds from addressing other urgent challenges""

Monica Montgomery, a research analyst, pointed out that the Senate committee's proposed $45 billion increase in military spending is equivalent to Biden's entire budget request for climate programs, demonstrating how ""Congress will value militarism and defense contractors over a livable future.""

""If Congress truly wants to keep people safe, they must start by rejecting this increase and investing taxpayer dollars in human wellbeing"" Tori Bateman, policy advocacy coordinator said in a statement.

Although a majority of U.S. voters are opposed to military spending in excess of $800 billion, earlier efforts to slash the Pentagon's budget have failed to gain support to pass the House or Senate thanks in part to lawmakers who receive significant amounts of campaign cash from the weapons industry, which benefits from constantly ballooning expenditures.

Roughly 55% of all Pentagon spending went to private-sector military contractors from FY 2002 to FY 2021, according to Stephen Semler of the Security Policy Reform Institute. ""If this privatization of funds rate over the last 20 years holds,"" Semler wrote, arms dealers will gobble up an estimated $407 billion in public money in FY 2022.

In the words of Win Without War president Stephen Miles, ""The Pentagon's ever-growing budget is quite simply a theft from American people enriching some of the wealthiest corporations in this country.""

Julia Gledhill, an analyst at the Project on Government Oversight's Center for Defense Information, concurred.

""This $45 billion increase isn't about national security or the American people,"" she added. ""It's about funneling money into the military-industrial complex.""

Sen. Jack Reed (D-R.I.) chair of the Senate Armed Services Committee, told reporters Thursday that inflation was ""the first consideration"" in increasing the topline. He also cited the need to support Ukraine, replenish weapons sent to aid the country's fight against Russia, and fund military priorities not included in Biden's Pentagon request, Politico reported.

Experts, meanwhile, have documented how military spending has never moved in tandem with inflation. They have also warned that the nearly $60 billion worth of weaponry that Ukraine has already received from the U.S. is more likely to intensify the war than to advance peace, with arms manufacturers among the only beneficiaries of such prolonged suffering.

The Senate Armed Services Committee's move to increase U.S. military spending comes despite the Biden administration's withdrawal from Afghanistan following 20 years of war."
18,MRD_Doc2_Not-Even-Halfway.docx,"Not even halfway through 2022, the U.S. Senate Armed Services Committee has already begun discussing the defense budget for fiscal year 2023. According to US media reports, the committee voted to pass the draft ""National Defense Authorization Act for Fiscal Year 2023"" a few days ago, requiring the US Congress to increase the defense budget by an additional $45 billion on the basis of the defense budget submitted by the White House.

According to the report, the increased budget of $45 billion is mainly used to purchase weapons and equipment for the U.S. Army, Navy, and Air Force, increase ammunition inventories and support the development and service of new cruise missiles and new warships.

Of course, $857.6 billion is not the final amount. Due to the large differences between the Senate and the House of Representatives on the defense budget for the 2023 fiscal year, there will be multiple hearings to continue to demonstrate the rationality of the above-mentioned draft.

The U.S. defense budget has been on an upward trend over the past decade, with an increase of even more than 10 percent in 2018. Biden promised at the beginning of the campaign that he would cut the defense budget after he took office, although it fell to 0.3% in 2021, the smallest increase in recent years.

But a year later, Biden gave up his original promise, and the US defense budget in 2022 will increase by 3.7%, re-entering the fast track. 

According to a report released by the Stockholm Peace Research Institute in Sweden, the U.S. defense budget accounts for nearly 40% of the world's total, and the countries that rank second to 10th in global military spending are no more than the United States.

The U.S. defense budget has been increasing year by year, and the fundamental reason is that it is trying to gain equipment advantages and operational advantages through huge capital investment, and continue to maintain U.S. hegemony.

In the past two years, the growth of the U.S. defense budget has shown two obvious features. First, it has increased investment in research and development of some strategic weapons and equipment, such as hypersonic missiles and nuclear weapons. The data shows that in the defense budget for fiscal year 2023, the U.S. hypersonic missile program received $4.7 billion in earmarked funding.

Another feature is to increase investment in certain strategic key areas. In June 2020, in order to better implement the ""Indo-Pacific Strategy"" formulated by Trump, the US Congress established a special fund of US$7 billion; In fiscal 2022, the Pacific Deterrence Initiative allocations reached $7.1 billion.

According to the American media, hypersonic missiles are one of the few weapons and equipment projects that the United States lags behind the two major competitors of China and Russia. The United States needs to catch up with China and Russia in a short period of time.

In addition, nuclear weapons continue to receive ""preferential treatment"". Only the two projects of the new generation of strategic nuclear submarines and the new generation of stealth strategic bombers have won special funds of 6.3 billion US dollars and 5 billion US dollars respectively."
19,PSJ_doc1_President_Biden_announced.docx,"President Biden announced on Sunday that the U.S. will mobilize $200 billion dollars of investment in global infrastructure projects in the next five years, as part of an effort by the world's leading democratic economies to counter China's Belt and Road Initiative. The overall investment, including G7 partners and private capital, aims to hit $600 billion over the next five years.

""This isn't aid or charity,"" Biden said, flanked by other G7 leaders on the sidelines of the summit in Germany. ""It's an investment that will deliver returns for everyone, including the American people and the people of all our nations.""

The announcement is an official launch and a rebranding of what had been rolled out last year at the G7 in the UK as ""Build Back Better World,"" a play on Biden's domestic proposal that would have reshaped the U.S. economy but foundered in Congress. The effort is now called the Partnership for Global Infrastructure and Investment, or PGII.

Biden said the G-7 would counter Chinese influence. This year, he'll try again

For nearly a decade, China has been focused on bridges, road, mining and other hard infrastructure projects in the developing world, which has been estimated at $1 trillion in total spending, though the true amount could be higher. The G7 initiative is funding projects in four major categories: clean energy, health systems, gender equality and information and communications technology.

Investments include the following:

$2 billion for a solar project in Angola, including solar mini-grids, home power kits and solar to power telecommunications

$600 million for a U.S. company to build a submarine telecommunications cable that will connect Singapore to France through Egypt and the Horn of Africa, delivering high speed internet

Up to $50 million from the U.S. to the World Bank's Childcare Incentive Fund, which is also getting support from Canada, Australia and numerous foundations

$3.3 million in technical assistance from the U.S. to the Institut Pasteur de Dakar for development of an industrial-scale, multi-vaccine manufacturing facility in Senegal that could produce COVID-19 vaccines and others, in partnership with other G7 nations and the EU

""We collectively have dozens of projects already underway around the globe,"" Biden said, arguing that this effort will prove democracies can deliver, and with fewer strings attached than Chinese-funded infrastructure. ""It's a chance for us to share our positive vision for the future. And let communities around the world see themselves, see for themselves the concrete benefits of partnering with democracies.""

The idea is to combine government funding with private capital from pension funds, private equity funds and insurance funds, among others.

""The public sector alone will not be able to close the huge gap we face in many parts of the world,"" said German Chancellor Olaf Scholz during his remarks at the launch event.

The idea of harnessing private investment to supplement public funding for needed projects in the developing world is not new. Neither is concern from leading democracies about China's growing influence in Africa, Asia and Latin America. But thus far, the results have been mixed at best, says Gyude Moore, a former minister of public works in Liberia."
20,PSJ_doc2_The_worlds_wealthiest.docx,"ELMAU, Germany — The world’s wealthiest democracies on Sunday announced a $600 billion global infrastructure initiative to counter China’s push to exert political and commercial influence through massive investments across emerging economies.



President Joe Biden was joined by other G-7 leaders in unveiling the group’s counterstrike at a summit in the German Alps.



Biden declared that “our nation and the world stand at a genuine inflection point in our history,” and added that the choices made in developing countries today would gird them against future shocks from climate change and pandemics and prepare them for the digital age.



The United States will aim to leverage a total of $200 billion for the program over the coming five years through a combination of federal financing and private sector investments. That adds to €300 billion already announced by the EU. Along with contributions from the other members, the overall target is to build a $600 billion scheme.



Biden never used the word “China,” but the rival on the other end of the race for global reach was clear, with the president declaring that when “democracies do all that we can offer,” they would triumph over autocracies.



“We’re offering better options for people around the world,” he said.



European Commission President Ursula von der Leyen said the aim was to present a “positive powerful investment impulse to the world to show our partners in the developing world that they have a choice.”



The infrastructure plan was first unveiled a year ago, at last year’s G7 in Britain, but little progress was made and the program has been renamed. In 2021, it was dubbed “Build Back Better World” after Biden’s legislative push, but the implosion of his domestic agenda has led to a new moniker: the “Partnership for Global Infrastructure.” That will also be the umbrella term that captures the EU and U.K.'s own programs.



The plan is meant to compete with China’s “Belt and Road Initiative,” which has tried to strengthen ties with the developing world, especially in Asia and Africa, by offering financing for large-scale projects such as roads, railways and ports. U.S. officials have consistently claimed that the nations that go into business with China end up with punishing debt and are offering the West’s plan as an alternative.



But much of the funding behind the new plan appears aspirational and seems to fall short of its lofty goals. The White House did announce Sunday a few early projects, including U.S. companies taking the lead on a solar power project in Angola, a vaccine manufacturing facility in Senegal, a modular reactor in Romania, and a 1,000-mile submarine telecommunications cable that will connect Singapore to France through Egypt and the Horn of Africa.



The partnership will also provide a structure for the G-7 nations to combine their resources in offering emerging economies cash to turn off their coal plants. The first of these so-called Just Energy Transition Partnerships is being rolled out in South Africa — others are under discussion in India, Indonesia, Vietnam and Senegal. German Chancellor Olaf Scholz said Sunday that Berlin’s contribution to South Africa would amount to €300 million."
21,SS_Doc1_job_growth_double-edged_sword.docx,"President Joe Biden faces a paradox that no recent predecessor has: Booming job growth can signal problems, as well as benefits, for American workers.

The Labor Department's new employment report makes plain the continuing benefits of the economy's strong, speedy recovery from the pandemic catastrophe. The economy added 431,000 jobs in March and 95,000 more than previously recognized for January and February. That brought average job gains over the first three months of this year to 562,000.

Wages continued to rise at an annual rate of more than 5%. The unemployment rate dipped once again to 3.6%. Demand for workers has been strong enough, and pandemic threats tempered enough, to lure back many Americans who had earlier dropped out of the labor force.

""Record job creation, record unemployment decline, record wage gains,"" Biden declared as he celebrated the data at the White House. ""People are making more money, they're finding better jobs, and -- after decades of being mistreated and paid too little -- more and more Americans now have real power now to get better wages.""

But spiking inflation, which Biden acknowledged, has dramatically altered the context for those gains.

In the four decades since the Federal Reserve squeezed inflation out of the economy in the early 1980s, the threat of dangerously rising prices became a distant memory. When Biden served as vice president under Obama, annual inflation never reached even 3.5%.

Now inflation is running at an annual rate of nearly 8%. The paychecks of American workers are not keeping up despite those rising wages. Moreover, the fact that employers keep hiring so many workers reflect pressure for inflation to continue. Businesses need more workers as they struggle to meet consumer demand for goods and services.

So long as they can't keep up, prices will keep rising. And that sours the mood of Americans on the economy and Biden alike.

In part, the President has been victimized by circumstances. The challenge of restarting the economy after disruptive pandemic shutdowns has made it harder for businesses to supply what consumers want to buy. The rate of inflation has risen throughout the developed world.

The challenge has been exacerbated by pandemic-induced changes in the patterns of consumer purchases. The administration's assiduous efforts to ease supply chain backups at ports and internal transportation hubs can help only at the margins.

Now the war in Ukraine has introduced a new set of inflation pressures, most conspicuously in rising prices for gasoline. White House attempts to label this ""Putin's price hike"" don't ease motorists pain, though the massive release of oil from the Strategic Petroleum Reserve Biden announced this week may temper further increases this year.

At the same time, Biden and Democrats in Congress have themselves contributed to the problem in a way that illustrates the double-edged sword of 2022 economic news.

Even critics acknowledge that the $1.9 trillion American Rescue Plan they pushed through last year accelerated the economic recovery. That has helped generate, and sustain, impressive job gains.

But Biden's allies also acknowledge that the rescue plan also fueled inflation. Features like its $1,400 relief checks and expanded, refundable child tax credits stimulated the consumer demand that businesses can't keep up with.

That assistance may have also contributed to inflation-producing labor shortages by allowing some Americans to take their time returning to the work force."
22,SS_Doc1_Mission_Not_Yet.docx,"When Biden was last in Europe, just weeks after Russia’s invasion of Ukraine, his task was to pull together an uncertain alliance stunned by Vladimir Putin’s onslaught and heartened by Kyiv’s unexpected success in resisting it.

The president must convince other leaders, their economies battered by surging inflation, to keep funneling money and weapons to Ukraine instead of keeping them at home.

Biden will have two stops in Europe after Air Force One lifts off from Joint Base Andrews on Saturday: first, Germany for the G-7 summit and then a NATO gathering in Spain.

Biden says Putin ‘cannot remain in power’ in Poland speech

The agenda, according to the White House, is geared toward displaying support for Ukraine while trying to manage the disruptions the war has caused to the global economy, namely in energy and food prices. The president plans to once again support Finland and Sweden’s bids for NATO membership while working to assuage Turkey’s objections. The White House suggested that Biden would also champion a global infrastructure initiative and hinted that more sanctions on Russia may be unveiled.

“He came into office with the express purpose of revitalizing and reinforcing our allies and partnerships around the world and that’s what he has done,” said John Kirby of the White House’s National Security Council. “He has elevated these partnerships to meet the central challenges of our time.”

When Biden visited Brussels and Poland in March, he pushed Europe to balance the moral and geopolitical imperative to act on behalf of Ukraine along with the fears of further escalating the conflict and the economic costs of implementing an aggressive sanctions regime against Russia.

The West unleashed a punishing array of sanctions against Russia and rendered Putin a pariah on the world stage. Moscow’s hopes for a lightning decapitation of Kyiv failed, and the bonds between the Western nations tightened. Much to Moscow’s fury, a debate over expanding NATO to include Sweden and Finland is poised to dominate the alliance’s summit in Madrid.

But Putin didn’t abandon his war. Though the Russian military suffered immense casualties, Moscow redirected its efforts on Ukraine’s eastern Donbas region, where its supply lines are shorter and the Red Army could better exploit its overwhelming numbers. With brutal violence, Russia has made slow but undeniable progress, prompting Kyiv to urgently call for more weapons as its losses mount.

But as the war grows deadlier, strains have been begun to show among the allies.

Though Washington has authorized tens of billions of dollars in funding for Ukraine, there have been questions about whether some countries, namely Germany, have contributed their fair share to Kyiv. Russia’s blockage of Ukraine’s ports has contributed to soaring food prices now exacerbating the pandemic-fueled inflation gripping much of the world. And the sanctions against Russia, as well as bans on part of its energy sector, have led to surging gas prices.

Some in Europe have tried to nudge Ukrainian President Volodymyr Zelenskyy to the negotiating table, believing that a brokered resolution could spare lives and stabilize economies. But Zelenskyy has refused to cede any territory to Putin, particularly after evidence of Russian war atrocities, creating a sense that the conflict in the east could last months if not years.

“The United States needs to send a unified message of developed democracies’ support for Ukraine. Zelenskyy’s participation in the Summit should underscore that point,” said Jeff Rathke, president of the American Institute for Contemporary German Studies at Johns Hopkins University, “especially if the US and its Allies can show progress through new material commitments or measures to impose new consequences on Russia.”"
